t,index,i,j,sector,length
677,62075,182,13,6,356
678,96586,283,83,9,355
679,91155,108,267,8,352
680,91800,71,269,8,351
681,95567,87,280,9,358
682,93537,274,103,9,356
683,91834,269,105,8,354
684,96589,283,86,9,356
685,120871,354,161,11,351
686,94220,276,104,9,355
687,93196,103,273,9,356
688,91836,269,107,8,353
689,94549,92,277,9,359
690,96926,82,284,9,354
691,97607,286,81,9,352
692,93523,274,89,9,360
693,92502,271,91,9,360
694,93185,92,273,9,360
695,89450,262,108,8,351
696,94889,91,278,9,359
697,92841,272,89,9,360
698,61734,13,181,6,356
699,62762,18,184,6,352
700,95570,90,280,9,359
