t,index,i,j,sector,length
687,94218,276,102,9,357
688,96581,283,78,9,353
689,91494,268,106,8,354
690,94548,91,277,9,359
691,95565,85,280,9,358
692,95566,280,86,9,358
693,89418,262,76,8,354
694,96926,284,82,9,354
695,96246,84,282,9,357
696,89105,261,104,8,353
697,92854,102,272,9,357
698,95226,87,279,9,358
699,92515,104,271,9,355
700,93884,109,275,9,351
