t,index,i,j,sector,length
469,92141,71,270,8,351
470,88394,259,75,8,351
471,90096,72,264,8,352
472,93505,274,71,9,351
473,95239,100,279,9,356
474,95580,100,280,9,356
475,91127,267,80,8,358
476,88084,258,106,8,351
477,88733,73,260,8,351
478,91803,269,74,8,354
479,119869,179,351,11,358
480,63104,185,19,6,351
481,64123,188,15,6,353
482,88084,106,258,8,351
483,62763,19,184,6,351
484,119870,180,351,11,358
485,120213,183,352,11,359
486,91459,268,71,8,351
487,64124,188,16,6,353
488,93190,97,273,9,359
489,89434,92,262,8,359
490,94222,106,276,9,354
491,93189,273,96,9,360
492,93525,274,91,9,360
493,88393,74,259,8,351
494,96583,283,80,9,354
495,89755,263,72,8,351
496,95897,76,281,9,352
497,119861,351,171,11,356
498,92520,109,271,9,351
499,90777,71,266,8,351
500,94880,278,82,9,358
501,90117,93,264,8,360
502,63089,185,4,6,360
503,92516,271,105,9,354
504,120872,162,354,11,352
505,91140,93,267,8,360
506,91151,104,267,8,355
507,89414,72,262,8,351
508,93510,274,76,9,355
509,91468,80,268,8,358
510,62748,4,184,6,360
511,91820,269,91,8,360
512,89435,93,262,8,359
513,94201,85,276,9,360
514,92148,78,270,8,357
515,92823,71,272,9,351
516,90133,109,264,8,351
517,65147,16,191,6,351
518,93846,71,275,9,351
519,93524,274,90,9,361
520,97604,78,286,9,351
521,95222,279,83,9,357
522,91808,79,269,8,357
523,93170,273,77,9,356
524,97947,80,287,9,351
525,63426,0,186,6,361
526,92861,109,272,9,351
527,121234,355,184,11,360
528,94224,276,108,9,352
529,62422,183,19,6,351
530,91815,269,86,8,360
531,91118,267,71,8,351
532,63445,19,186,6,351
533,91150,267,103,8,356
534,98633,289,84,9,351
535,90130,264,106,8,354
536,92160,90,270,8,361
537,88053,75,258,8,351
538,64126,18,188,6,351
539,94892,278,94,9,359
540,93860,275,85,9,360
541,95900,79,281,9,354
542,92502,91,271,9,360
543,92849,97,272,9,359
544,88425,259,106,8,351
545,92172,270,102,8,357
546,91490,268,102,8,357
547,65487,15,192,6,351
548,91491,103,268,8,356
549,93862,275,87,9,360
550,121892,357,162,11,352
551,119178,169,349,11,354
552,65146,15,191,6,351
553,60367,177,10,5,358
554,119873,183,351,11,358
555,64109,1,188,6,359
556,64449,0,189,6,359
557,91156,267,109,8,351
558,62081,182,19,6,351
559,91800,71,269,8,351
560,92513,102,271,9,357
561,90815,266,109,8,351
562,93195,273,102,9,357
563,63772,5,187,6,359
564,92161,270,91,8,360
565,92500,89,271,9,360
566,94541,277,84,9,359
567,97948,81,287,9,351
568,93865,275,90,9,361
569,96927,83,284,9,354
570,119518,350,168,11,355
571,121552,356,162,11,352
572,89450,108,262,8,351
573,91492,104,268,8,355
574,120532,162,353,11,351
575,120891,181,354,11,360
576,120535,165,353,11,353
577,120536,353,166,11,354
578,94187,276,71,9,351
579,120892,354,182,11,360
580,92501,90,271,9,361
581,93184,91,273,9,360
582,92854,272,102,9,357
583,91146,267,99,8,358
584,92162,270,92,8,360
585,90810,266,104,8,355
586,94206,276,90,9,361
587,94539,277,82,9,358
588,89433,91,262,8,359
589,93505,71,274,9,351
590,95581,101,280,9,355
591,98292,288,84,9,352
592,92173,270,103,8,356
593,119871,351,181,11,358
594,90469,104,265,8,355
595,94205,276,89,9,360
596,119872,182,351,11,358
597,121571,356,181,11,360
598,122585,175,359,11,360
599,121231,355,181,11,360
600,63444,186,18,6,352
601,120211,181,352,11,359
602,93859,84,275,9,360
603,90474,109,265,8,351
604,95215,76,279,9,353
605,90095,71,264,8,351
606,91482,94,268,8,360
607,89764,81,263,8,357
608,91151,267,104,8,355
609,120192,162,352,11,351
610,90129,105,264,8,354
611,95903,281,82,9,356
612,93519,85,274,9,360
613,93884,109,275,9,351
614,94200,276,84,9,360
615,91141,94,267,8,360
616,93164,71,273,9,351
617,93537,103,274,9,356
618,93869,275,94,9,360
619,92159,270,89,8,360
620,93872,275,97,9,359
621,96243,81,282,9,355
622,93873,275,98,9,359
623,96579,283,76,9,351
624,94875,77,278,9,355
625,88053,258,75,8,351
626,94541,84,277,9,359
627,95221,279,82,9,357
628,120203,352,173,11,358
629,121577,356,187,11,359
630,120878,354,168,11,357
631,94210,276,94,9,360
632,90814,108,266,8,352
633,96242,80,282,9,355
634,92179,109,270,8,351
635,62763,184,19,6,351
636,63783,16,187,6,353
637,64806,190,16,6,352
638,91829,100,269,8,358
639,94870,72,278,9,351
640,94208,276,92,9,360
641,120871,161,354,11,351
642,122251,181,358,11,360
643,121237,355,187,11,359
644,93870,275,95,9,360
645,121576,186,356,11,360
646,122254,184,358,11,360
647,91148,101,267,8,357
648,120193,352,163,11,352
649,121891,357,161,11,351
650,121551,356,161,11,351
651,94225,276,109,9,351
652,90466,101,265,8,357
653,92506,95,271,9,360
654,121211,355,161,11,351
655,121916,186,357,11,360
656,91488,100,268,8,358
657,122256,186,358,11,360
658,120897,354,187,11,359
659,93860,85,275,9,360
660,94879,278,81,9,357
661,62760,16,184,6,354
662,120202,172,352,11,358
663,95557,280,77,9,354
664,93179,86,273,9,360
665,92507,96,271,9,360
666,62762,184,18,6,352
667,90128,104,264,8,355
668,95214,75,279,9,352
669,92839,272,87,9,360
670,64802,12,190,6,355
671,61739,18,181,6,352
672,92847,95,272,9,360
673,61740,19,181,6,351
674,120201,352,171,11,357
675,92846,272,94,9,360
676,64114,188,6,6,359
677,90807,266,101,8,357
678,91147,100,267,8,358
679,122255,185,358,11,360
680,94201,276,85,9,360
681,97947,287,80,9,351
682,96928,84,284,9,355
683,93183,273,90,9,361
684,64466,189,17,6,351
685,63442,16,186,6,354
686,65472,0,192,6,358
687,62761,17,184,6,353
688,88425,106,259,8,351
689,93863,88,275,9,360
690,90809,103,266,8,356
691,119531,181,350,11,358
692,91824,95,269,8,360
693,95895,281,74,9,351
694,64807,17,190,6,351
695,64803,190,13,6,354
696,93538,274,104,9,355
697,92844,92,272,9,360
698,94193,276,77,9,356
699,95561,280,81,9,356
700,120210,180,352,11,359
